35413,85679,37225
42066,22031,29770
20865,61302,97899
37584,10982,97742
34724,59526,56482
71227,86024,48344
431,20676,1022
1182,18565,40603
44751,10430,2191
36338,72075,7431
39168,73243,57754
35361,14121,72762
78876,81438,30751
39951,18504,9855
75901,10549,44388
30476,25542,49491
68518,93367,98493
62493,11750,33681
13697,44792,52838
87469,3237,60048
98211,27846,86078
42699,53441,17708
59072,50502,40459
64457,12925,63752
87565,82034,14661
63552,18539,93652
5816,4876,99822
36339,71072,88848
32825,86340,17085
92309,34492,7295
30310,17123,61274
14388,28178,14691
47518,45443,85086
36682,42703,70635
66440,76966,6548
57349,86056,44323
15870,25416,68464
34617,31674,84650
34179,25137,93893
84316,77309,64671
49630,29947,97884
79224,68816,33149
20829,5087,69792
64756,47438,24963
22142,30349,68782
47275,41618,93097
32157,88298,63697
34544,7560,97931
20062,85824,98
95414,33426,35518
3040,35771,48006
45394,74351,22178
78514,90556,44523
76374,62907,8574
55284,17911,61739
54922,75610,24101
48615,45425,13840
13342,65979,35197
21564,33826,82723
66922,77471,42983
34569,87253,16883
27274,74833,10689
87291,60711,27478
26834,21715,8780
51738,34602,22730
4025,79276,20029
91210,3581,21838
11371,48282,67178
16418,73377,28026
98032,42952,83715
35840,76363,28579
48888,4935,95658
25248,9402,55683
21096,91641,87979
91861,15531,24124
98132,9347,85160
8332,40116,59648
50175,16674,18176
98406,37724,66639
56916,61468,69091
9740,29626,84641
90664,15834,30523
12038,899,97595
83310,99084,1669
25232,26253,94666
52258,72923,9613
142,4336,21826
83828,26624,24917
96047,9860,64274
76308,99452,38973
4479,73578,44250
54428,16653,14336
54422,47680,32735
6778,95543,86355
73745,71246,30316
79184,11524,70539
49398,26983,74983
23936,48150,80461
22033,70302,50701
81062,26442,83784
57182,5050,2015
80462,62614,42724
65897,31315,66313
42013,47932,62855
29026,10868,85693
55439,6423,77097
15171,65582,77924
32779,17481,4304
29879,67424,13226
1822,43297,8148
91256,9532,75083
13521,8897,14614
25059,2171,29995
28564,11098,68025
57260,18067,64015
36057,30757,60840
30251,29147,77534
68048,82035,46001
13310,32725,75047
28720,78975,56135
26360,27578,88118
13352,69832,39678
20520,39448,61361
11488,6971,19000
77316,95810,57145
15966,71119,48766
11554,87118,15443
37874,85791,30019
71792,18749,88002
52794,51019,74439
54146,45879,84033
11549,68690,40243
33102,73296,36751
58708,82629,78222
96512,89810,41359
79804,14578,21607
23012,86491,81423
76995,2452,92273
16626,55102,42474
67617,34179,44188
70925,11273,95065
71126,47676,90899
58055,58086,80199
19706,9049,87394
29418,56279,15692
26166,43946,43552
86581,30070,90684
52670,65316,54115
28471,89378,18690
22676,34611,89865
78241,2813,22683
54037,15596,37472
35279,75272,7837
8199,3803,54389
20768,41829,6162
73222,79120,60314
34186,30495,35398
6622,88531,54233
7642,98803,27455
34365,53266,56276
5330,14346,36515
71351,90595,28216
43916,30778,64713
20555,1268,18796
82760,81086,50682
98862,51947,17335
93578,96076,31213
70769,89358,8527
18265,11418,97054
11721,10210,69165
43142,86125,61041
37201,10845,70202
19526,13520,50002
98537,90807,93578
60210,31335,95972
43422,69701,74224
97603,34453,17083
58726,53400,14022
99469,38484,61649
89855,18211,15399
74564,79598,79672
55798,1448,92324
73645,78800,71648
78457,93807,87898
16248,84081,4133
89751,91354,40043
20791,70008,59132
84554,32415,20260
65152,78239,41702
79721,72071,4921
80468,43677,95622
31022,38061,23035
24879,6591,92402
17336,25783,55928
44158,90316,26316
13945,11037,42586
59873,93275,32102
41303,17454,8127
64600,14974,62716
14939,48343,73537
69021,46090,82490
50832,4685,44958
89846,43631,78864
69306,9820,18333
42855,97444,93684
30341,8003,64666
21294,13299,31961
34487,52285,35833
40942,48932,88330
84845,13568,6901
87087,94,17739
96677,29440,89514
15799,68598,9671
66280,61801,32637
42636,92366,36116
29608,76220,97712
51699,75235,63810
85088,29510,55560
6671,77379,60614
47156,75587,22916
33999,3904,84500
35339,23084,46589
24877,4523,52863
85319,899,4599
52815,16300,94129
32040,78826,52536
57899,1857,27699
56718,11272,91958
89203,48146,99104
65897,78495,3969
76349,91919,63011
88067,93722,63512
66245,34079,29092
73244,71163,17906
59911,90449,10101
60575,80952,94582
69052,55761,76790
53257,32050,64242
87586,48114,77209
26924,1011,16737
17944,31059,43327
26526,70170,3400
73363,41358,55240
77099,37882,6332
6305,84376,73692
15077,97054,7718
27323,51078,22060
92491,58248,4871
19398,92354,36350
66617,82947,15175
92607,14684,83877
36041,26889,59847
30536,90326,75443
38550,91682,94009
39297,62188,89856
21294,33650,40326
16335,6759,36713
79562,4815,7310
57733,74774,32461
29525,60594,21736
50558,92497,37858
88658,15774,92300
36001,45646,31233
69061,55606,5063
75451,54381,48892
19675,9153,18404
84203,99321,94307
10882,54539,78843
27124,37702,50905
20764,94389,67734
66060,94487,79517
78863,19192,865
16071,26404,15180
26242,59663,21798
55586,15495,97249
9867,73501,58997
61218,14588,56133
36592,65898,17382
71883,53003,39414
39415,20981,16908
14018,17140,57968
51389,44390,4987
81992,395,3953
73101,87471,96130
23356,23729,7955
40357,69048,55155
5164,34704,37653
9813,201,20218
16621,87158,85645
93353,82056,54008
75814,41321,6416
83725,19033,38843
91287,44528,47897
13432,11298,51461
72896,13120,94296
42428,69002,33746
53554,82829,10497
12544,98037,84170
85037,7154,70687
71935,90045,67482
10298,11884,4569
74713,16152,8092
79650,83550,65038
3396,87201,16134
94239,27881,68870
38599,11288,64804
85339,12619,18893
98273,55952,77298
81785,12513,17041
43200,99230,69134
3572,96045,53371
63950,56844,27658
58155,77252,85331
64919,47560,76608
6065,22185,84685
6046,90254,90553
96773,23548,44461
20139,5497,5139
13167,84042,19385
70208,71079,9538
36634,52297,35149
61360,5037,22116
13697,91428,42516
96483,90102,70307
10606,46019,23477
68761,86029,55324
21014,7595,6752
27996,74288,74172
921,52852,52652
62460,95161,21248
54585,16820,55671
74104,46173,99064
37389,53591,73845
93422,6629,82026
55539,68934,97630
10024,5265,26658
57450,89083,75647
26847,3825,79350
51717,65330,51733
1093,57729,8797
74127,55433,52984
4970,26235,54001
68832,19072,39131
43157,45694,89112
64964,14122,39689
74547,89354,1753
24381,73167,72283
40200,78471,94032
20349,1831,32706
49782,12565,18280
75947,67696,34010
94767,22459,98262
73782,5802,40300
13110,13022,11208
48601,18865,10348
32371,10279,39784
78094,98898,23300
9923,15323,17634
21557,30414,93985
38966,60765,74853
68024,42355,87326
96718,15901,34404
71887,8532,23569
31952,64292,59572
44465,80704,74046
54406,27433,60701
58158,90391,12986
35249,65929,81245
57695,74347,33718
3513,39435,99474
79770,1550,20425
59032,33817,7783
37393,15809,64176
42447,49522,55276
78757,9681,95134
59971,69533,84249
91344,27157,13109
9949,111,78502
4979,1922,86573
48876,90438,51103
7256,81206,10987
80296,97018,63592
38121,54098,23900
48720,44887,25195
63461,2697,24177
29029,11453,56509
7929,59465,22121
27629,56008,56964
84651,48343,52035
75497,51964,70882
76929,17823,22816
14656,91927,13900
72827,8032,90536
82661,94382,44199
14080,51806,65216
88404,35272,97842
35941,20985,17766
13668,36625,88452
51926,63241,20042
32786,45465,62407
16374,28924,35376
46980,92251,42300
59971,89454,21192
14627,38489,85154
57249,47574,3780
98451,97170,13846
942,86580,46189
24415,32682,69330
10216,93441,8592
99804,3117,234
49953,96933,26734
65166,50068,2446
86944,56140,80130
21566,99067,78948
26447,41417,97277
92099,12091,7566
46069,19669,87095
86612,97337,18563
10004,80426,98187
25390,10260,60412
25294,57223,37677
2992,58591,47058
20431,70623,56513
43440,66946,56912
17106,12341,36236
5495,3543,23309
43943,96793,42097
39617,72369,45979
18077,29527,68469
61399,66972,72013
76972,12650,89761
1893,1136,58747
82570,65948,71935
92492,20319,90678
50537,90122,44484
73837,77741,84270
41775,5216,6388
46742,60225,10164
34543,95092,52464
85112,46355,99195
66592,44686,23134
47601,60057,3095
12671,54909,75735
87489,95690,36782
40996,98509,41545
79993,58667,47280
30368,23109,82746
88774,59425,23034
68314,1450,71982
71163,71230,23994
71634,97868,11054
82433,95460,25230
32743,19373,80067
81234,36939,55454
38028,11640,43035
68992,73473,32660
97439,10013,67731
74136,4982,70380
4685,11300,3622
2427,34554,67398
659,18349,80562
59819,67407,54804
19575,30799,43687
58663,42475,48932
23877,37003,57506
39620,93322,27373
7813,27908,13527
32473,58438,84117
43048,40035,76337
6118,50001,16292
95716,58220,63341
36523,79094,98593
10993,54290,58637
49090,60763,31782
62161,4642,67866
65851,90969,6387
13710,70624,52681
52677,13003,79768
49371,35789,58907
35539,50436,36753
52937,52519,19284
5188,32118,10503
24647,90656,10090
11342,20238,73913
11588,60900,72711
93994,16208,30728
17250,55503,73350
49920,15305,81331
86591,50232,30593
2671,43824,75163
60530,30232,35769
93960,2240,59559
27011,75721,68763
36996,32484,57651
34076,60773,91110
29590,89374,49869
94698,87974,60329
69319,22545,34061
20670,18700,93763
90460,54628,36295
37292,70993,67445
752,34004,48491
70615,14236,114
69595,5454,75339
61169,68017,5143
96353,68541,50226
2661,713,44001
87930,57670,69610
43516,89413,51374
26441,60085,10762
39065,17749,71230
56651,67912,89396
36676,66403,28198
92841,83783,88547
39978,83153,61061
23731,23441,68220
44994,8697,78982
4164,86363,2248
43112,35291,14120
19873,72729,57961
87339,9637,47782
86042,3576,15048
83923,39712,45099
28522,65880,87709
4368,25316,68526
1504,54593,3635
38845,55857,73467
5571,3306,937
84013,30267,41049
34288,56417,82762
9026,92969,89421
15145,67357,99747
27097,59611,25561
37071,2044,68510
4898,77872,93799
23499,75212,916
34893,26937,13626
8557,84516,48732
61656,39886,57935
34085,42366,96024
49374,27644,82348
25953,7205,91242
58558,40049,16796
71929,27582,49175
61392,58743,66950
64798,72106,77662
62980,30424,40584
49225,67549,97420
62515,40118,43821
64863,56161,4176
56371,99744,70836
37820,89405,62326
68307,86320,3886
23383,41772,79176
53575,62917,88140
52144,55523,41039
89239,19590,63533
84004,95176,91229
86189,4950,60958
12127,63261,98242
27641,32033,6490
97185,87398,50620
90144,51308,43104
17379,62185,65915
96210,517,33790
2784,39950,47171
90378,86748,30353
89811,74579,13925
76433,70676,96047
48955,68419,50103
76159,12015,23324
86242,90739,42564
9036,56109,10850
32592,38650,72406
91592,14316,47685
10888,29855,78043
58567,31109,13348
67890,43978,63570
51217,33884,57103
71070,98575,7036
50114,26607,27591
52511,39324,97385
22092,58944,47169
80284,73221,48282
97412,2019,74375
69659,14848,13742
74898,47507,77237
69081,75761,33277
42472,53743,85210
98316,2389,74213
75130,98081,7698
1102,13648,75473
28444,69984,70215
36348,59892,49520
44304,60900,97639
54883,78251,39051
51864,94156,88754
57520,60429,24722
40716,22155,35266
76535,17794,75207
937,72936,53277
561,67063,38666
77124,91402,56260
5031,31151,1566
20438,68527,32873
82747,75120,10724
90951,70345,63605
61917,10750,67802
279,71116,79207
66536,602,1446
93999,51006,69798
88400,45387,77702
24065,2784,70832
86275,58525,39069
65571,30213,51595
23014,68044,71849
61000,4512,42988
74755,77419,70676
60790,32052,24675
40633,29128,95901
99870,47071,53238
54617,49660,71174
72213,86431,19287
23997,65201,64191
24272,75948,77793
91602,27472,75480
72003,4981,89100
80736,81195,11347
32808,48755,61127
80931,35566,76054
66164,4873,53070
72957,55984,34477
62186,37480,1947
62634,65990,99565
27253,98923,19900
54303,83395,43852
5571,35465,53766
33419,85665,85451
39233,9502,1659
12095,39529,64058
39605,39478,7307
3071,47844,32206
41224,9814,85147
48503,49600,11431
67788,43858,78090
22723,5081,39649
66559,16786,68738
77105,19076,52173
29831,197,78737
47453,90822,35214
89115,25799,49650
70393,57889,94508
37253,11433,50879
20054,12437,72352
39115,35238,41782
82821,66838,45982
19321,83981,71187
32849,64932,53075
77091,47006,13497
52088,96016,26715
83376,73342,52544
42240,15181,43025
46505,62032,55092
6241,73872,8014
34364,19955,90771
83660,63694,15585
20730,55220,21672
4690,5124,97891
6784,9713,55422
78188,36847,29002
28216,88053,95182
39874,50554,21942
24258,5422,34412
55087,72646,56774
41135,39051,85311
50746,65696,42621
48882,58162,78231
84703,28778,76842
18269,23403,29209
61748,22800,93067
51062,50814,56330
40064,85583,89264
49049,72308,19297
8559,90169,57943
12493,50692,92180
32647,51913,69132
14319,30169,31619
99376,97060,21814
96907,85981,3120
39761,54722,91789
40698,8444,11503
84662,31424,38965
36163,31954,73974
22059,51637,83701
37053,62856,54017
76368,41237,83526
41380,63167,84131
19595,79165,94561
84059,986,7598
93859,31488,77555
43524,62985,99057
92683,15087,6193
80421,82962,81815
97039,71102,83837
6834,97686,61823
81281,57668,66743
46868,84158,52976
83839,29093,95950
51452,2700,27582
28284,92474,54698
13949,32818,55944
29411,45363,88580
60501,82876,54914
94936,78425,76601
57622,7688,14268
46834,39641,59231
89281,93164,1858
10390,50543,64958
11670,49092,1846
2884,89271,32235
41825,58363,79832
35085,15950,96237
79734,45774,4930
73297,34251,9749
8528,48448,72964
74380,55721,97692
16693,11824,8646
90284,71164,58304
96757,575,15054
7980,51800,99292
65634,84536,86644
45470,92641,4456
14474,51065,12973
88919,25330,46752
43497,15376,32648
26337,63833,46817
39848,54318,79052
63622,55840,30885
32930,59359,88717
16508,31305,29395
81868,39418,55453
13991,91136,7016
36743,71544,83168
9511,51741,67349
25134,9535,59440
1199,73287,18148
99787,49177,866
70554,9881,31310
77537,76027,50320
647,33270,20454
12472,48346,85239
12491,60791,91273
77652,82083,90332
13001,68212,28763
51717,19695,91649
73442,51321,42984
40250,3592,96488
14132,68631,89672
2095,15236,7539
48738,25200,65653
3319,1231,95201
54464,44807,75448
25703,46149,29467
61378,7981,49607
58847,80330,56052
95737,39479,37321
19043,62961,69246
41440,99905,96810
76353,86820,30483
14190,33958,68359
93976,66696,29216
86623,57718,63845
22296,63467,64921
55755,85286,21505
24998,27399,79870
68075,61987,20603
78346,98273,11332
35217,87459,86748
61286,53211,26580
57813,88986,16565
89004,5874,47746
85772,71128,19992
84656,26388,52630
10806,11282,72039
52516,33052,35866
27541,33160,78087
92937,73791,37877
23674,60309,17314
57830,16836,28812
10689,27424,22405
5192,27991,41748
3202,6190,86326
92983,76749,97692
50451,36776,98186
18096,65971,55560
51435,28612,54984
6378,3576,6587
99389,29806,39355
84930,81381,33219
42610,48212,96788
48946,6952,40078
81879,89834,6781
79194,37227,55761
36002,653,5749
21587,34434,21314
41387,24892,7873
